chembl_id,inchikey,canonical_smiles,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,tox_herg_risk,tox_cyp_risk,tox_ames_risk,tox_dili_risk,tox_bbb_permeability,tox_herg_ic50_uM,tox_herg_n_points,approved
CHEMBL26063,CHEMBL26063_KEY,COc1cc2ccc(S(=O)(=O)NC(CCCN=C(N)N)C(=O)N3CCCC(C(=O)O)C3)cc2cc1OC,535.62,0.88,4.0,7.0,11.0,186.64,2.0,37.0,0,low,low,medium,low,low,,,0
CHEMBL26081,CHEMBL26081_KEY,Fc1ccc(CCN2CCN(c3ncnc4c5cnccc5n(Cc5ccccc5)c34)CC2)cc1F,484.55,4.67,0.0,6.0,6.0,50.08,5.0,36.0,0,high,high,high,medium,medium,,,0
CHEMBL26082,CHEMBL26082_KEY,CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCCCN(C)S(=O)(=O)c2cccs2)c1,488.72,5.27,0.0,5.0,12.0,49.85,2.0,33.0,0,high,high,medium,medium,medium,,,0
CHEMBL26087,CHEMBL26087_KEY,C[C@@]1(O)c2cccc(O)c2C(=O)C2C(O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H]([N+](C)(C)C)C3CC21.[I-],588.4,-0.9,6.0,8.0,2.0,178.38,1.0,33.0,0,low,low,low,low,low,,,0
CHEMBL26088,CHEMBL26088_KEY,COCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,571.59,3.05,3.0,8.0,13.0,153.03,4.0,42.0,0,high,medium,high,medium,low,,,0
CHEMBL26091,CHEMBL26091_KEY,CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCCN(C)S(=O)(=O)c2cc3ccccc3s2)c1,524.75,6.03,0.0,5.0,11.0,49.85,3.0,36.0,0,high,high,medium,high,medium,,,0
CHEMBL26096,CHEMBL26096_KEY,Cc1cc(Oc2ccc(Cl)cc2CC(=O)O)cc(C)c1Cl,325.19,5.03,1.0,2.0,4.0,46.53,2.0,21.0,0,high,medium,medium,medium,high,,,0
CHEMBL26109,CHEMBL26109_KEY,CCN1CCCC1CNC(=O)c1c(OC)c(Br)cc(Br)c1OC,450.17,3.44,1.0,4.0,6.0,50.8,1.0,23.0,0,high,medium,low,medium,medium,,,0
CHEMBL26116,CHEMBL26116_KEY,NCCc1c[nH]c(-c2cccc(Br)c2)n1,266.14,2.34,2.0,2.0,3.0,54.7,2.0,15.0,0,medium,medium,medium,low,high,,,0
CHEMBL26118,CHEMBL26118_KEY,C=CCN1CC[C@H]2c3c(cccc3OC)CC[C@H]21,243.35,2.99,0.0,2.0,3.0,12.47,1.0,18.0,0,medium,low,low,low,high,,,0
CHEMBL26119,CHEMBL26119_KEY,CC(C)n1c(=O)n(C)c(=O)c2[nH]cnc21,208.22,0.0,1.0,5.0,1.0,72.68,2.0,15.0,0,low,low,medium,low,high,,,0
CHEMBL26120,CHEMBL26120_KEY,Cc1nn(C2CCN(Cc3cccc(C#N)c3)CC2)cc1-c1ccccc1,356.47,4.57,0.0,4.0,4.0,44.85,3.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL26121,CHEMBL26121_KEY,CCOc1ccc(-n2c(C)c3c(C)nnc(-c4ccc(Cl)cc4)c3c2C)cc1,391.9,6.06,0.0,4.0,4.0,39.94,4.0,28.0,0,high,medium,high,medium,high,,,0
CHEMBL26127,CHEMBL26127_KEY,COC(=O)c1ccc2oc(C(=O)C(Cc3ccccc3)NC(=O)Cn3c(-c4cccc(N)c4)ncc(N)c3=O)nc2c1,566.57,2.61,3.0,11.0,9.0,185.43,5.0,42.0,0,medium,medium,high,low,low,,,0
CHEMBL26128,CHEMBL26128_KEY,O=P(O)(O)Oc1ccccc1,174.09,1.16,2.0,2.0,2.0,66.76,1.0,11.0,0,low,low,low,low,high,,,0
CHEMBL26135,CHEMBL26135_KEY,COc1cccc(C(=O)CCCCN2CCN(c3ccccc3OC)CC2)c1,382.5,3.88,0.0,5.0,9.0,42.01,2.0,28.0,0,high,medium,medium,medium,high,,,0
CHEMBL26145,CHEMBL26145_KEY,CCCCOP(=O)(CCCOc1ccccc1)OCCCC,328.39,5.28,0.0,4.0,13.0,44.76,1.0,22.0,0,high,medium,low,medium,high,,,0
CHEMBL26146,CHEMBL26146_KEY,CCOP(=O)(O)CC(=O)NOC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,455.58,6.4,2.0,4.0,16.0,84.86,0.0,31.0,0,high,high,low,medium,medium,,,0
CHEMBL26153,CHEMBL26153_KEY,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(O)CC3)cc21,334.35,1.82,2.0,5.0,3.0,82.77,2.0,24.0,0,low,low,medium,low,high,,,0
CHEMBL26154,CHEMBL26154_KEY,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCOCC3)cc21,320.32,1.7,1.0,5.0,3.0,71.77,2.0,23.0,0,low,low,medium,low,high,,,0
CHEMBL26161,CHEMBL26161_KEY,Cc1cc2ccc(S(=O)(=O)NC(CCCN=C(N)N)C(=O)N(CC(=O)O)CC3CCCO3)cc2cc1C,533.65,1.25,4.0,6.0,12.0,177.41,2.0,37.0,0,low,low,medium,low,low,,,0
CHEMBL26162,CHEMBL26162_KEY,CCC(=O)OC1=CC(=O)CCC1,168.19,1.58,0.0,3.0,2.0,43.37,0.0,12.0,0,low,low,low,low,high,,,0
CHEMBL26171,CHEMBL26171_KEY,Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(Cc2ccccc2)C(=O)c2nc3cc(F)ccc3o2)c1=O,529.5,3.52,2.0,8.0,8.0,133.11,5.0,39.0,0,high,medium,high,medium,medium,,,0
CHEMBL26172,CHEMBL26172_KEY,CN(C)Cc1ccc2n1-c1cc(C(F)(F)F)ccc1SC2(c1ccccc1)c1ccccc1,464.56,6.96,0.0,3.0,4.0,8.17,4.0,33.0,0,high,high,high,medium,medium,,,0
CHEMBL26188,CHEMBL26188_KEY,COc1ccccc1N1CCN(CCCCNC(=O)c2ccccc2)CC1,367.49,3.03,1.0,4.0,8.0,44.81,2.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL26192,CHEMBL26192_KEY,Cc1ccc2cccc(OCc3c(Cl)ccc(N(C)C(=O)Cc4ccc(C(=O)c5ccc(S(N)(=O)=O)cc5)n4C)c3Cl)c2n1,651.57,5.85,1.0,7.0,9.0,124.59,5.0,44.0,0,high,high,high,high,medium,,,0
CHEMBL261922,CHEMBL261922_KEY,CC(CNC(=O)c1cc2cc(Cl)ccc2[nH]1)Cn1ccnc1,316.79,3.08,2.0,3.0,5.0,62.71,3.0,22.0,0,high,medium,medium,medium,high,,,0
CHEMBL261932,CHEMBL261932_KEY,O=C(C[C@H](CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1,410.92,6.07,1.0,3.0,8.0,54.37,3.0,28.0,0,high,high,medium,medium,high,,,0
CHEMBL26197,CHEMBL26197_KEY,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(=O)(=O)NC2CCC2)O1,415.44,-0.7,1.0,10.0,5.0,135.69,0.0,26.0,0,low,low,low,low,medium,,,0
CHEMBL261976,CHEMBL261976_KEY,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COC(=O)NCc1ccncc1)NC(=O)C(C)(C)C,517.76,6.46,3.0,5.0,19.0,100.55,1.0,37.0,0,high,high,low,high,medium,,,0
CHEMBL261978,CHEMBL261978_KEY,COc1cc(Nc2nc(C)c(-c3ccccc3)o2)ccc1-c1cnco1,347.37,5.06,1.0,6.0,5.0,73.32,4.0,26.0,0,high,medium,high,medium,high,,,0
CHEMBL262003,CHEMBL262003_KEY,CCc1c(C)nc(O)c(NC(=O)CNC(=O)CNC(=O)CCCNC(=O)CCOCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2N=[N+]=[N-])c1Cc1cc(C)cc(C)c1,790.88,2.16,6.0,12.0,19.0,271.6,3.0,57.0,0,medium,medium,medium,low,low,,,0
CHEMBL262015,CHEMBL262015_KEY,OCCCCCCCC(Br)CCCCO,281.23,3.25,2.0,2.0,11.0,40.46,0.0,15.0,0,medium,medium,low,low,high,,,0
CHEMBL262020,CHEMBL262020_KEY,CCCO[C@H]1[C@H](O[C@H]2[C@@H](CCN3C(=O)c4ccccc4C3=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)O[C@H](C)[C@@H](O)[C@@H]1N(C)C,945.16,4.09,3.0,16.0,15.0,209.29,1.0,67.0,0,high,high,low,medium,low,,,0
CHEMBL26206,CHEMBL26206_KEY,CCOC(=O)c1c(C)noc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,403.46,3.18,1.0,7.0,6.0,101.74,3.0,28.0,0,high,medium,medium,medium,medium,,,0
CHEMBL262060,CHEMBL262060_KEY,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CCC(=O)ON4C(=O)CCC4=O)cc3)[nH]c2n(CCC)c1=O,625.64,0.37,3.0,12.0,15.0,203.79,3.0,45.0,0,low,low,medium,low,low,,,0
CHEMBL26211,CHEMBL26211_KEY,Cc1cc2c(cc1Cl)N(C(=O)CN1CCN(c3ncccn3)CC1)c1ccccc1N(C)S2(=O)=O,513.02,3.06,0.0,7.0,3.0,89.95,3.0,35.0,0,high,medium,medium,medium,medium,,,0
CHEMBL26212,CHEMBL26212_KEY,CCc1cc(Cl)ccc1Oc1ccc(C)cc1CC(=O)O,304.77,4.63,1.0,2.0,5.0,46.53,2.0,21.0,0,high,medium,medium,medium,high,,,0
CHEMBL262127,CHEMBL262127_KEY,CC[C@H](C)C[C@H](C)/C=C/C(=O)O[C@H](CC(=O)OCCC[C@@H](OC(=O)C(F)(F)F)[C@H](C)Cc1ccccc1)C(=O)O[C@@H](C(=O)O)[C@@H](O)C(=O)O,704.69,4.04,3.0,11.0,21.0,200.03,1.0,49.0,0,high,high,low,medium,low,,,0
CHEMBL26213,CHEMBL26213_KEY,COc1cccc(CNC(=O)Cn2c(Cl)cnc(NCC(F)(F)c3cccc[n+]3[O-])c2=O)c1,479.87,2.06,2.0,7.0,9.0,112.19,3.0,33.0,0,medium,medium,medium,low,medium,,,0
CHEMBL26215,CHEMBL26215_KEY,CCCCCCCCO,130.23,2.34,1.0,1.0,6.0,20.23,0.0,9.0,0,low,low,low,low,high,,,0
CHEMBL262195,CHEMBL262195_KEY,Cc1cc(N/C(=N/C(C)(C)C)Nn2cnnc2)c2ccccc2n1,323.4,2.94,2.0,5.0,2.0,80.02,3.0,24.0,0,medium,medium,medium,low,high,,,0
CHEMBL26221,CHEMBL26221_KEY,O=C1C[C@H](NC(=O)OCc2ccccc2)C(=O)N1,248.24,0.33,2.0,4.0,3.0,84.5,1.0,18.0,0,low,low,low,low,high,,,0
CHEMBL262228,CHEMBL262228_KEY,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)O,1221.31,,,,,,,,0,unknown,,,,,,,0
CHEMBL262241,CHEMBL262241_KEY,O=C([C@H]1CCCN1C(=O)CC1Cc2ccccc2C1)N1CCCC1,326.44,2.4,0.0,2.0,3.0,40.62,1.0,24.0,0,medium,medium,low,low,high,,,0
CHEMBL262264,CHEMBL262264_KEY,COc1ccc(S(=O)(=O)N2Cc3cc(NC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)OCc4ccccc4)ccc3C[C@H]2C(=O)NO)cc1,682.75,3.28,4.0,10.0,11.0,189.67,3.0,48.0,0,high,medium,medium,medium,low,,,0
CHEMBL262266,CHEMBL262266_KEY,CC(C)C(NC(=O)c1ccc(S(=O)(=O)NC(=O)c2ccc(CCSc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cc2)cc1)C(=O)N1[C@@H](C(=O)NC(C(=O)C(F)(F)F)C(C)C)C[C@H]2CCCC[C@H]21,971.22,8.63,4.0,9.0,15.0,179.05,3.0,67.0,0,high,high,medium,high,low,,,0
CHEMBL262267,CHEMBL262267_KEY,O=C(O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CS)C1CCc2cc(O)ccc21,424.52,3.26,5.0,4.0,7.0,102.42,3.0,30.0,0,high,medium,medium,medium,medium,,,0
CHEMBL26227,CHEMBL26227_KEY,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)c3c(-c4c(Cl)cccc4Cl)noc3C)[C@H]2SC1(C)C,484.36,3.29,1.0,7.0,4.0,101.74,2.0,31.0,0,high,medium,medium,medium,medium,,,0
CHEMBL26231,CHEMBL26231_KEY,COCO[C@@H]1C(=O)O[C@H]2O[C@@]34C[C@@H](Br)[C@H](OCOC)C35[C@@H](C[C@@H](C(C)(C)C)C215)OC4=O,505.36,1.75,0.0,9.0,6.0,98.75,0.0,31.0,0,low,low,low,low,medium,,,0
CHEMBL262395,CHEMBL262395_KEY,C=C(C)[C@H]1C(=O)c2c3c(cc4c5c(n1c24)[C@@]1(C)C(CC[C@H]2[C@](C)(/C=C/C=C(\F)C(=O)NC(C)(C)C)[C@@H](O)CC[C@@]21C)C5)C1=CC(C)(C)OC(C)(C)C1[C@@H]3O,738.99,8.92,3.0,6.0,4.0,100.79,2.0,54.0,0,high,high,medium,high,medium,,,0
CHEMBL26240,CHEMBL26240_KEY,CC(=N)N1CCC(Oc2ccc(N(C/C=C/c3cc(C(=N)N)ccc3O)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,575.59,4.45,5.0,6.0,10.0,164.03,2.0,41.0,0,high,high,medium,medium,low,,,0
CHEMBL262418,CHEMBL262418_KEY,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cc1ccccc1)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(N)=O)[C@@H](C)O,2639.0,,,,,,,,0,unknown,,,,,,,0
CHEMBL262437,CHEMBL262437_KEY,CCCCC(=O)N[C@@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C2(CCc3cc(Cl)ccc3C2)NC1=O,1023.64,,,,,,,,0,unknown,,,,,,,0
CHEMBL262455,CHEMBL262455_KEY,COc1cccc(C#CCO/N=C2\CN3CC[C@@H]2C3)c1,270.33,1.75,0.0,4.0,3.0,34.06,1.0,20.0,0,low,low,low,low,high,,,0
CHEMBL26250,CHEMBL26250_KEY,C=C(c1ccccc1OC(C)c1ccccc1)n1ccnc1,290.37,4.54,0.0,3.0,5.0,27.05,3.0,22.0,0,medium,medium,medium,low,high,,,0
CHEMBL262532,CHEMBL262532_KEY,CN(CCCCCCOC1CCN(C(=O)c2ccc(F)cc2)CC1)C1CC1,376.52,4.1,0.0,3.0,10.0,32.78,1.0,27.0,0,high,medium,low,medium,high,,,0
CHEMBL262636,CHEMBL262636_KEY,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],457.87,2.55,2.0,6.0,4.0,112.74,2.0,29.0,0,medium,medium,medium,low,medium,,,0
CHEMBL262655,CHEMBL262655_KEY,CC(C)c1ccc2c(CCCCNS(=O)(=O)c3ccc(Cl)cc3)cc(S(=O)(=O)[O-])c-2cc1.[Na+],518.03,5.12,2.0,4.0,9.0,100.54,1.0,32.0,0,high,high,low,high,medium,,,0
CHEMBL26266,CHEMBL26266_KEY,O=C1c2cc([N+](=O)[O-])ccc2OCN1CCO[N+](=O)[O-],283.2,0.6,0.0,7.0,5.0,125.05,1.0,20.0,0,low,low,low,low,medium,,,0
CHEMBL26267,CHEMBL26267_KEY,CS(=O)(=O)CCN(N=O)C(=O)NCCCl.CS(=O)(=O)CCNC(=O)N(CCCl)N=O,515.4,,,,,,,,0,unknown,,,,,,,0
CHEMBL26268,CHEMBL26268_KEY,C[S+]([O-])CCN(N=O)C(=O)NCCCl.C[S+]([O-])CCNC(=O)N(CCCl)N=O,483.4,,,,,,,,0,unknown,,,,,,,0
CHEMBL262777,CHEMBL262777_KEY,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1449.27,,,,,,,,0,unknown,,,,,,,1
CHEMBL26279,CHEMBL26279_KEY,COc1ccc2c(c1)CC(Cc1ccncc1)C2=O,253.3,2.69,0.0,3.0,3.0,39.19,2.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL26284,CHEMBL26284_KEY,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCC(C)C(F)(F)F)cc12,615.67,5.52,2.0,6.0,10.0,106.5,4.0,43.0,0,high,high,high,high,medium,,,0
CHEMBL26289,CHEMBL26289_KEY,CCCCOC(=O)NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O,418.49,2.55,2.0,5.0,11.0,113.01,1.0,30.0,0,medium,medium,low,low,medium,,,0
CHEMBL26291,CHEMBL26291_KEY,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,324.38,3.66,1.0,5.0,6.0,71.3,3.0,24.0,0,high,medium,medium,medium,high,,,0
CHEMBL262954,CHEMBL262954_KEY,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCC(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,597.92,8.55,3.0,3.0,10.0,86.63,0.0,43.0,0,high,high,low,high,medium,,,0
CHEMBL26297,CHEMBL26297_KEY,COC(=O)c1ccc2oc(C(=O)C(Cc3ccccc3)NC(=O)Cn3c(-c4ccccc4)ncc(N)c3=O)nc2c1,551.56,3.03,2.0,10.0,9.0,159.41,5.0,41.0,0,high,medium,high,medium,low,,,0
CHEMBL262985,CHEMBL262985_KEY,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC,999.29,3.25,6.0,18.0,13.0,235.84,0.0,70.0,0,high,medium,low,medium,low,,,0
CHEMBL26300,CHEMBL26300_KEY,CC1(C)O[C@@H]2[C@@H](CC[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,337.39,0.41,1.0,7.0,3.0,106.31,0.0,22.0,0,low,low,low,low,medium,,,0
CHEMBL26301,CHEMBL26301_KEY,NS(=O)(=O)OC[C@@]12CCCC[C@@H]1CCC2,233.33,1.57,1.0,3.0,3.0,69.39,0.0,15.0,0,low,low,low,low,high,,,0
CHEMBL263040,CHEMBL263040_KEY,NCCCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,394.51,3.68,2.0,3.0,7.0,66.56,1.0,28.0,0,high,medium,low,medium,high,,,0
CHEMBL263073,CHEMBL263073_KEY,CCCCC/C=C\C/C=C\C/C=C\C=C\C(CCS)CCCC(=O)O,364.6,6.76,2.0,2.0,16.0,37.3,0.0,25.0,0,high,medium,low,medium,high,,,0
CHEMBL263078,CHEMBL263078_KEY,C[C@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2.Cl,334.64,2.21,1.0,3.0,2.0,44.48,1.0,17.0,0,medium,medium,low,low,high,,,0
CHEMBL263084,CHEMBL263084_KEY,CN1CCN(c2nc3ccc(S(N)(=O)=O)cc3nc2Cl)CC1,341.82,0.68,1.0,6.0,2.0,92.42,2.0,22.0,0,low,low,medium,low,medium,,,0
CHEMBL26309,CHEMBL26309_KEY,O=C(O)Cc1cc(Cl)ccc1Oc1ccc(O)cc1Cl,313.14,4.12,2.0,3.0,4.0,66.76,2.0,20.0,0,high,medium,medium,medium,high,,,0
CHEMBL26310,CHEMBL26310_KEY,COc1ccc(Oc2ccc(Cl)cc2CC(=O)O)c(Cl)c1,327.16,4.42,1.0,3.0,5.0,55.76,2.0,21.0,0,high,medium,medium,medium,high,,,0
CHEMBL26311,CHEMBL26311_KEY,CCOC(=O)c1ccc2[nH]cc(C3=CCN(C)CC3)c2c1,284.36,3.06,1.0,3.0,3.0,45.33,2.0,21.0,0,medium,medium,medium,low,high,,,0
CHEMBL26319,CHEMBL26319_KEY,CCC(=O)C(CCCCCCOc1ccc(OC)cc1Cl)C(=O)CC,368.9,5.25,0.0,4.0,13.0,52.6,1.0,25.0,0,high,medium,low,medium,high,,,0
CHEMBL263198,CHEMBL263198_KEY,Nc1c2c(nc3c1CCCC3)CCCC2,202.3,2.42,1.0,2.0,0.0,38.91,1.0,15.0,0,medium,low,low,low,high,,,1
CHEMBL26320,CHEMBL26320_KEY,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,414.59,5.04,0.0,3.0,10.0,15.71,3.0,31.0,0,high,high,medium,medium,high,,,0
CHEMBL26321,CHEMBL26321_KEY,CCCCc1ncc(CO)n1Cc1ccc(-c2cccc(C(=O)O)c2)cc1,364.45,4.13,2.0,4.0,8.0,75.35,3.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL26324,CHEMBL26324_KEY,C=C(c1cc(Cl)cc(Cl)c1OCc1ccccc1)n1ccnc1,345.23,5.29,0.0,3.0,5.0,27.05,3.0,23.0,0,high,medium,medium,medium,high,,,0
CHEMBL263250,CHEMBL263250_KEY,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(NC(=O)OCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)CSC4OC(CO)C(O)C(O)C4O)[C@H]3SC2)C(O)C(C)O1,1036.01,,,,,,,,0,unknown,,,,,,,0
CHEMBL263348,CHEMBL263348_KEY,CC(=O)NS(=O)(=O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1,715.66,5.0,3.0,8.0,14.0,173.37,4.0,49.0,0,high,high,high,medium,low,,,0
CHEMBL263419,CHEMBL263419_KEY,CC[C@]1(C(=O)N[C@H](C)COc2ccc(F)cc2)C(C)C1(Cl)Cl,348.25,3.93,1.0,2.0,6.0,38.33,1.0,22.0,0,high,medium,low,medium,high,,,0
CHEMBL26343,CHEMBL26343_KEY,CNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,253.26,3.34,1.0,4.0,2.0,68.06,3.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL263469,CHEMBL263469_KEY,CC[C@H]1OC(=O)/C(C)=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(NCc3ccc(SC)cc3)C(=O)O[C@]12C,748.0,5.36,2.0,12.0,9.0,136.1,1.0,52.0,0,high,high,low,high,medium,,,0
CHEMBL263470,CHEMBL263470_KEY,CC[C@H]1OC(=O)/C(C)=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(NCCCc3ccc(OC)cc3)C(=O)O[C@]12C,759.98,5.08,2.0,12.0,11.0,145.33,1.0,54.0,0,high,high,low,high,low,,,0
CHEMBL263481,CHEMBL263481_KEY,CCCCCCCCCCCCCCCCCCSCc1c(O)c(CSCCCCCCCCCCCCCCCCCC)c2c(c1O)C[C@@H](OC(=O)c1cc(O)c(O)c(O)c1)[C@@H](c1cc(O)c(O)c(O)c1)O2,1055.53,,,,,,,,0,unknown,,,,,,,0
CHEMBL263569,CHEMBL263569_KEY,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](COCc1ccccc1)NC(=O)[C@@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)C(N)CCCNC(=O)OCc1ccccc1)C(N)=O,953.11,4.23,8.0,10.0,26.0,258.09,6.0,70.0,0,high,high,high,medium,low,,,0
CHEMBL26358,CHEMBL26358_KEY,COc1ccc2c(c1)c1c3cc[n+](CCN4CCC(C5CCN(CC[n+]6ccc7c(ccc8c7c7cc(OC)ccc7n8C)c6)CC5)CC4)cc3ccc1n2C.[Cl-].[Cl-],817.91,8.0,0.0,6.0,9.0,42.56,8.0,56.0,0,high,high,high,high,medium,,,0
CHEMBL263609,CHEMBL263609_KEY,CCCCCCCC/C=C\CCCCCCCC(=O)N(CC(=O)N(CC(=O)N(Cc1ccccc1)CC(O)CN(Cc1ccccc1)C(=O)CN(C(=O)CN(C(=O)CCCCCCC/C=C\CCCCCCCC)C(C)C)C(C)C)C(C)C)C(C)C,1195.81,,,,,,,,0,unknown,,,,,,,0
CHEMBL26364,CHEMBL26364_KEY,Nc1nc(N)c2ncn([C@H]3CCC[C@H]3CO)c2n1,248.29,0.32,3.0,7.0,2.0,115.87,2.0,18.0,0,low,low,medium,low,medium,,,0
CHEMBL26365,CHEMBL26365_KEY,Oc1cc2c(cc1O)[C@H]1c3cncc(F)c3CN[C@@H]1CC2,286.31,2.18,3.0,4.0,0.0,65.38,2.0,21.0,0,medium,medium,medium,low,high,,,0
CHEMBL26366,CHEMBL26366_KEY,C=C(c1ccccc1OCCc1ccccc1)n1ccnc1,290.37,4.02,0.0,3.0,6.0,27.05,3.0,22.0,0,medium,medium,medium,low,high,,,0
CHEMBL26367,CHEMBL26367_KEY,Cc1[nH]c(O)nc1C(=O)c1ccc(-n2ccnc2C)cc1,282.3,2.15,2.0,5.0,3.0,83.8,3.0,21.0,0,medium,medium,medium,low,high,,,0
