compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,nct_id,trial_title,enrollment_count,start_date,completion_date,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL1441,ETHIONAMIDE,['ETHIONAMIDE'],CCc1cc(C(N)=S)ccn1,CHEMBL1441,success,166.25,1.28,1.0,2.0,2.0,38.91,1.0,11.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060060,,,1.0
CHEMBL_CHEMBL225071,RALTITREXED,['RALTITREXED'],Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,success,458.50,1.98,4.0,7.0,9.0,152.69,3.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060063,,,1.0
CHEMBL_CHEMBL225072,PEMETREXED,['PEMETREXED'],Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,success,427.42,0.67,6.0,6.0,9.0,191.26,3.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060067,,,1.0
CHEMBL_CHEMBL389621,HYDROCORTISONE,['HYDROCORTISONE'],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621,success,362.47,1.78,3.0,5.0,2.0,94.83,0.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060069,,,1.0
CHEMBL_CHEMBL1443,NAFCILLIN,['NAFCILLIN'],CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL1443,success,414.48,2.48,2.0,5.0,5.0,95.94,2.0,29.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060072,,,1.0
CHEMBL_CHEMBL388590,BENZBROMARONE,['BENZBROMARONE'],CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CHEMBL388590,success,424.09,5.46,1.0,3.0,3.0,50.44,3.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060075,,,1.0
CHEMBL_CHEMBL1444,LETROZOLE,['LETROZOLE'],N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444,success,285.31,2.66,0.0,5.0,3.0,78.29,3.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060078,,,1.0
CHEMBL_CHEMBL223228,EFAVIRENZ,['EFAVIRENZ'],O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228,success,315.68,4.07,1.0,2.0,0.0,38.33,1.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060081,,,1.0
CHEMBL_CHEMBL227529,ALOGLIPTIN BENZOATE,['ALOGLIPTIN BENZOATE'],Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,CHEMBL227529,success,461.52,0.39,1.0,7.0,3.0,97.05,2.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060084,,,1.0
CHEMBL_CHEMBL1445,FLUOXYMESTERONE,['FLUOXYMESTERONE'],C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1445,success,336.45,3.33,2.0,3.0,0.0,57.53,0.0,24.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060087,,,1.0
CHEMBL_CHEMBL376359,ALOGLIPTIN,['ALOGLIPTIN'],Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,CHEMBL376359,success,339.40,0.39,1.0,7.0,3.0,97.05,2.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060089,,,1.0
CHEMBL_CHEMBL1446,KANAMYCIN SULFATE,['KANAMYCIN SULFATE'],NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,CHEMBL1446,success,582.58,-7.29,11.0,15.0,6.0,282.61,0.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060092,,,1.0
CHEMBL_CHEMBL1447,LINCOMYCIN,['LINCOMYCIN'],CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,CHEMBL1447,success,406.55,-0.86,5.0,8.0,7.0,122.49,0.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060095,,,1.0
CHEMBL_CHEMBL227875,PRETOMANID,['PRETOMANID'],O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,CHEMBL227875,success,359.26,2.67,0.0,7.0,5.0,88.65,2.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060098,,,1.0
CHEMBL_CHEMBL1448,NICLOSAMIDE,['NICLOSAMIDE'],O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CHEMBL1448,success,327.12,3.86,2.0,4.0,3.0,92.47,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060100,,,1.0
CHEMBL_CHEMBL1449,TICARCILLIN,['TICARCILLIN'],CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1449,success,384.44,0.55,3.0,6.0,5.0,124.01,1.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060103,,,1.0
CHEMBL_CHEMBL1450,ATOVAQUONE,['ATOVAQUONE'],O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,CHEMBL1450,success,366.84,5.51,1.0,3.0,2.0,54.37,2.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060107,,,1.0
CHEMBL_CHEMBL229128,MEPHENESIN,['MEPHENESIN'],Cc1ccccc1OCC(O)CO,CHEMBL229128,success,182.22,0.73,2.0,3.0,4.0,49.69,1.0,13.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060109,,,1.0
CHEMBL_CHEMBL189,MILRINONE,['MILRINONE'],Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,CHEMBL189,success,211.22,1.62,1.0,3.0,1.0,69.54,2.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060112,,,1.0
CHEMBL_CHEMBL1451,TRIAMCINOLONE,['TRIAMCINOLONE'],C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,CHEMBL1451,success,394.44,0.62,4.0,6.0,2.0,115.06,0.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060115,,,1.0
CHEMBL_CHEMBL190,THEOPHYLLINE,['THEOPHYLLINE'],Cn1c(=O)c2[nH]cnc2n(C)c1=O,CHEMBL190,success,180.17,-1.04,1.0,5.0,0.0,72.68,2.0,13.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060118,,,1.0
CHEMBL_CHEMBL1454,LEVAMISOLE,['LEVAMISOLE'],c1ccc([C@H]2CN3CCSC3=N2)cc1,CHEMBL1454,success,204.30,2.15,0.0,3.0,1.0,15.60,1.0,14.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060121,,,1.0
CHEMBL_CHEMBL1455,ALTRETAMINE,['ALTRETAMINE'],CN(C)c1nc(N(C)C)nc(N(C)C)n1,CHEMBL1455,success,210.28,0.07,0.0,6.0,3.0,48.39,1.0,15.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060124,,,1.0
CHEMBL_CHEMBL1456,MYCOPHENOLATE MOFETIL,['MYCOPHENOLATE MOFETIL'],COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,CHEMBL1456,success,433.50,2.52,1.0,8.0,9.0,94.53,1.0,31.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060127,,,1.0
CHEMBL_CHEMBL1457,HYDROCODONE,['HYDROCODONE'],COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,CHEMBL1457,success,299.37,1.93,0.0,4.0,1.0,38.77,1.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060130,,,1.0
CHEMBL_CHEMBL396778,SAFINAMIDE,['SAFINAMIDE'],C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CHEMBL396778,success,302.35,2.37,2.0,3.0,7.0,64.35,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060132,,,1.0
CHEMBL_CHEMBL231068,FLIBANSERIN,['FLIBANSERIN'],O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL231068,success,390.41,3.17,1.0,4.0,4.0,44.27,3.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060135,,,1.0
CHEMBL_CHEMBL243712,AMISULPRIDE,['AMISULPRIDE'],CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CHEMBL243712,success,369.49,1.29,2.0,6.0,7.0,101.73,1.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060138,,,1.0
CHEMBL_CHEMBL244888,NIFUROXAZIDE,['NIFUROXAZIDE'],O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,CHEMBL244888,success,275.22,1.66,2.0,6.0,4.0,117.97,2.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060141,,,1.0
CHEMBL_CHEMBL242580,CICLOPIROX OLAMINE,['CICLOPIROX OLAMINE'],Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,CHEMBL242580,success,268.36,2.44,1.0,3.0,1.0,42.23,1.0,15.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060144,,,1.0
CHEMBL_CHEMBL395091,ESKETAMINE,['ESKETAMINE'],CN[C@]1(c2ccccc2Cl)CCCCC1=O,CHEMBL395091,success,237.73,2.90,1.0,2.0,2.0,29.10,1.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060147,,,1.0
CHEMBL_CHEMBL1460,DIDANOSINE,['DIDANOSINE'],O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,CHEMBL1460,success,236.23,-0.21,2.0,6.0,2.0,93.03,2.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060150,,,1.0
CHEMBL_CHEMBL231884,DIOSMIN,['DIOSMIN'],COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,CHEMBL231884,success,608.55,-1.09,8.0,15.0,7.0,238.20,3.0,43.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060153,,,1.0
CHEMBL_CHEMBL1463,FLUCYTOSINE,['FLUCYTOSINE'],Nc1nc(=O)[nH]cc1F,CHEMBL1463,success,129.09,-0.51,2.0,3.0,0.0,71.77,1.0,9.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060156,,,1.0
CHEMBL_CHEMBL1464,WARFARIN,['WARFARIN'],CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,success,308.33,3.61,1.0,4.0,4.0,67.51,3.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060159,,,1.0
CHEMBL_CHEMBL397420,ACENOCOUMAROL,['ACENOCOUMAROL'],CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CHEMBL397420,success,353.33,3.52,1.0,6.0,5.0,110.65,3.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060162,,,1.0
CHEMBL_CHEMBL1465,PHENPROCOUMON,['PHENPROCOUMON'],CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1465,success,280.32,4.04,1.0,3.0,3.0,50.44,3.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060165,,,1.0
CHEMBL_CHEMBL1466,DICUMAROL,['DICUMAROL'],O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CHEMBL1466,success,336.30,2.90,2.0,6.0,2.0,100.88,4.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060168,,,1.0
CHEMBL_CHEMBL233406,SODIUM SULFATE ANHYDROUS,['SODIUM SULFATE ANHYDROUS'],O=S(=O)([O-])[O-].[Na+].[Na+],CHEMBL233406,success,142.04,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060171,,,1.0
CHEMBL_CHEMBL1467,ALLOPURINOL,['ALLOPURINOL'],Oc1ncnc2[nH]ncc12,CHEMBL1467,success,136.11,0.06,2.0,4.0,0.0,74.69,2.0,10.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060174,,,1.0
CHEMBL_CHEMBL232201,BENZIODARONE,['BENZIODARONE'],CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CHEMBL232201,success,518.09,5.14,1.0,3.0,3.0,50.44,3.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060177,,,1.0
CHEMBL_CHEMBL395110,MEPAZINE,['MEPAZINE'],CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CHEMBL395110,success,310.47,4.63,0.0,3.0,2.0,6.48,2.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060180,,,1.0
CHEMBL_CHEMBL444633,RIFABUTIN,['RIFABUTIN'],CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CHEMBL444633,success,847.02,4.62,5.0,14.0,4.0,205.55,1.0,61.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060182,,,1.0
CHEMBL_CHEMBL231779,APIXABAN,['APIXABAN'],COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,CHEMBL231779,success,459.51,2.70,1.0,6.0,5.0,110.76,3.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060185,,,1.0
CHEMBL_CHEMBL396416,CARBOCYSTEINE,['CARBOCYSTEINE'],N[C@@H](CSCC(=O)O)C(=O)O,CHEMBL396416,success,179.20,-0.78,3.0,4.0,5.0,100.62,0.0,11.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060188,,,1.0
CHEMBL_CHEMBL1469,PHENYLBUTANOIC ACID,['PHENYLBUTANOIC ACID'],O=C(O)CCCc1ccccc1,CHEMBL1469,success,164.20,2.09,1.0,1.0,4.0,37.30,1.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060191,,,1.0
CHEMBL_CHEMBL437765,RIFAMYCIN,['RIFAMYCIN'],CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL437765,success,697.78,4.75,6.0,12.0,2.0,201.31,2.0,50.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060194,,,1.0
CHEMBL_CHEMBL235668,TIPIRACIL,['TIPIRACIL'],N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,CHEMBL235668,success,242.67,0.29,3.0,3.0,2.0,92.81,1.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060197,,,1.0
CHEMBL_CHEMBL1471,APREPITANT,['APREPITANT'],C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL1471,success,534.43,4.95,2.0,5.0,6.0,83.24,3.0,37.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060199,,,1.0
CHEMBL_CHEMBL237500,LINAGLIPTIN,['LINAGLIPTIN'],CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL237500,success,472.55,1.15,1.0,10.0,4.0,116.86,4.0,35.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060202,,,1.0
CHEMBL_CHEMBL1473,FLUTICASONE PROPIONATE,['FLUTICASONE PROPIONATE'],CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1473,success,500.58,4.43,1.0,6.0,4.0,80.67,0.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060206,,,1.0
CHEMBL_CHEMBL238071,VINDESINE,['VINDESINE'],CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL238071,success,753.94,2.73,5.0,10.0,6.0,164.82,3.0,55.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060209,,,1.0
CHEMBL_CHEMBL1475,TRIOXSALEN,['TRIOXSALEN'],Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,CHEMBL1475,success,228.25,3.46,0.0,3.0,0.0,43.35,3.0,17.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060212,,,1.0
CHEMBL_CHEMBL1477,CERIVASTATIN,['CERIVASTATIN'],COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,CHEMBL1477,success,459.56,4.88,3.0,5.0,11.0,99.88,2.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060215,,,1.0
CHEMBL_CHEMBL240597,CHENODIOL,['CHENODIOL'],C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL240597,success,392.58,4.48,3.0,3.0,4.0,77.76,0.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060218,,,1.0
CHEMBL_CHEMBL1479,DANAZOL,['DANAZOL'],C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL1479,success,337.46,4.22,1.0,3.0,0.0,46.26,1.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060220,,,1.0
CHEMBL_CHEMBL1480,FELODIPINE,['FELODIPINE'],CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,success,384.26,3.96,1.0,5.0,4.0,64.63,1.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060223,,,1.0
CHEMBL_CHEMBL1481,GLIMEPIRIDE,['GLIMEPIRIDE'],CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CHEMBL1481,success,490.63,3.07,3.0,5.0,7.0,124.68,1.0,34.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060226,,,1.0
CHEMBL_CHEMBL238804,SELEXIPAG,['SELEXIPAG'],CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CHEMBL238804,success,496.63,3.90,1.0,7.0,12.0,101.49,3.0,35.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.060229,,,1.0
